TAG,SP,Species Group,XCO,YCO,D86,D90,D95,D00,D05,D10
299,SHORM1,Sal,102.3116926,2.9847691,1.0,2.1,2.4,2.7,2.7,2.7
300,PTYCCO,Pulai,102.3116649,2.984851401,6.2,6.4,6.8,7.0,7.1,7.2
301,NEOSNI,Pulai,102.3115603,2.984814892,7.6,8.0,0.0,0.0,0.0,0.0
302,MESUGR,Pulai,102.3116785,2.984850589,2.0,2.4,2.2,0.0,0.0,0.0
303,EUGEST,Pulai,102.3116862,2.984819415,5.0,5.0,5.7,5.5,5.8,5.9
304,GIROPA,Alder,102.3116705,2.984811911,7.8,7.9,8.9,8.8,9.1,9.4
305,ANI1ME,Sal,102.311665,2.984813318,2.0,2.7,3.2,3.4,3.6,3.5
306,XANTEU,Pulai,102.311651,2.984820444,8.1,8.5,8.5,8.6,8.5,8.7
307,SHORM2,Sal,102.3116483,2.984820246,2.0,2.8,3.7,4.4,4.7,4.9
308,DACRR1,Pulai,102.311648,2.984823854,2.0,3.0,3.9,4.1,4.4,4.6
309,XERONO,Pulai,102.3116769,2.98487314,1.0,1.4,1.8,1.9,1.8,1.8
310,ANAXJA,Pulai,102.3116622,2.984876592,3.5,4.4,5.4,5.9,5.6,5.5
311,DACRR1,Pulai,102.3116406,2.984887699,7.2,7.9,8.6,8.8,9.5,9.7
312,ANAXJA,Pulai,102.3116482,2.98489551,2.5,3.0,3.5,3.4,3.4,3.6
313,BUCHSE,Pulai,102.311662,2.98489109,2.0,3.4,4.2,4.3,4.6,4.6
314,DACRR1,Pulai,102.3116678,2.984898769,1.0,1.7,2.0,2.0,2.1,2.3
315,DIOSAP,Pulai,102.3116718,2.98489272,2.5,3.0,3.2,3.2,3.3,3.2
316,KNEMPA,Pulai,102.3116711,2.984889948,1.5,2.5,2.7,2.7,2.7,3.0
317,EUGECL,Pulai,102.3116734,2.984895558,4.5,5.2,5.6,5.8,5.7,5.7
318,SHORM1,Sal,102.3117742,2.984800507,1.0,1.3,1.5,1.4,0.0,0.0
320,ATUNEX,Pulai,102.3116775,2.984876814,6.1,6.4,7.2,7.8,8.3,9.1
321,ARDICR,Pulai,102.3116716,2.984871841,2.0,2.5,2.9,2.9,2.9,2.8
322,DACRR1,Pulai,102.3116698,2.984870807,3.5,4.4,5.3,5.2,5.4,5.3
323,CASTME,Pulai,102.3116683,2.984867066,22.7,25.7,27.0,29.7,33.4,34.0
324,SHORM1,Sal,102.3116741,2.984861149,46.8,47.4,48.0,48.6,49.6,50.1
325,SHORM2,Sal,102.3115537,2.984818038,2.5,0.0,0.0,0.0,0.0,0.0
326,XERONO,Pulai,102.3116396,2.984902132,1.5,1.7,1.7,1.8,1.8,1.7
327,DIOSAP,Pulai,102.3116412,2.984904068,1.0,1.3,1.3,1.4,1.4,1.3
328,BACCRE,Pulai,102.3116404,2.984904002,7.2,8.0,8.4,8.5,8.8,9.7
329,MEMEAM,Alder,102.3116475,2.984904531,4.0,4.2,5.0,4.9,5.1,5.3
331,XERONO,Pulai,102.3116632,2.984936522,7.8,9.5,10.3,11.0,12.4,13.4
332,DURIGR,Pulai,102.3116626,2.984932848,5.0,5.6,6.0,5.8,5.9,6.0
333,ANI1ME,Sal,102.3116713,2.984924423,4.0,4.3,4.5,4.6,4.5,4.4
334,KNEMLA,Pulai,102.3116641,2.984924796,2.0,2.2,2.2,2.2,0.0,0.0
335,DRYPLO,Pulai,102.3116767,2.98492482,5.0,5.9,6.2,6.0,6.0,6.0
336,ANAXJA,Pulai,102.3116804,2.98492328,2.0,2.2,2.4,0.0,0.0,0.0
337,KNEMLA,Pulai,102.311681,2.984916064,2.0,2.1,2.3,2.3,2.3,0.0
338,MEL1TO,Pulai,102.31167,2.984905282,1.0,1.5,1.6,1.6,1.6,1.6
339,DIOSSC,Pulai,102.3116694,2.984901608,2.5,3.0,0.0,0.0,0.0,0.0
340,EUGEDU,Pulai,102.3116595,2.984901782,1.5,2.3,2.3,2.6,2.6,2.6
341,DIPTCR,Sal,102.3116655,2.984905853,6.0,6.5,7.2,7.9,7.8,7.5
342,BACCGR,Pulai,102.3115516,2.984871389,1.5,2.4,2.8,2.9,3.0,2.9
343,MYRICI,Pulai,102.3116853,2.984906406,1.0,0.0,0.0,0.0,0.0,1.1
344,PAVEGR,Pulai,102.3116851,2.984920905,1.0,1.5,0.0,1.2,0.0,0.0
345,SHORP1,Sal,102.3116933,2.984919696,1.0,2.2,3.2,3.4,0.0,0.0
346,CANALR,Pulai,102.3116869,2.984921037,2.5,3.1,3.1,3.6,3.6,2.1
347,CANALR,Pulai,102.3116868,2.984922841,1.0,1.7,1.8,2.1,2.0,3.5
349,IXONIC,Pulai,102.3116823,2.984935205,5.7,7.1,8.1,8.7,9.1,9.2
350,ALANEB,Pulai,102.3115807,2.984905275,5.7,6.7,7.6,8.2,9.0,9.7
351,DIOSVE,Pulai,102.3116962,2.984941675,3.5,3.6,3.9,3.9,4.0,4.0
352,ARDICR,Pulai,102.3116972,2.984940839,1.0,1.4,1.4,1.4,1.4,1.9
353,KNEMSC,Pulai,102.3117066,2.984936088,1.5,2.1,2.1,2.2,2.2,2.2
354,ONC1MO,Pulai,102.3117045,2.984939564,4.0,5.3,5.3,5.2,5.1,5.1
355,SHORP1,Sal,102.3117061,2.984929708,1.5,2.4,3.3,3.1,0.0,0.0
356,DIALPL,Pulai,102.3117102,2.984935451,1.0,1.4,1.5,1.5,1.8,1.7
357,APORM1,Pulai,102.3117139,2.984933911,1.5,2.0,2.3,2.5,2.5,2.6
358,HORSS2,Pulai,102.3117138,2.984935715,12.8,15.3,17.1,18.1,18.6,18.7
359,DRYPLO,Pulai,102.3117136,2.984926629,1.0,1.2,0.0,0.0,0.0,0.0
360,MESUCO,Pulai,102.3117161,2.984928631,2.0,2.3,2.3,2.4,2.4,2.3
361,DACRCO,Pulai,102.3117168,2.984932306,2.0,3.4,4.3,4.7,5.0,4.9
362,ARDICR,Pulai,102.3117196,2.9849307,3.5,3.7,0.0,0.0,0.0,0.0
364,ARDIS2,Pulai,102.3117244,2.98492652,1.0,1.2,1.2,0.0,0.0,0.0
365,BARRMA,Pulai,102.3117265,2.984923045,1.0,1.2,1.2,0.0,1.4,1.8
366,MEL1TO,Pulai,102.3117242,2.98490474,4.0,5.3,5.5,5.3,5.0,5.1
367,BUCHSE,Pulai,102.3115983,2.984874828,2.5,3.2,3.8,4.1,4.0,4.1
368,DRYPLO,Pulai,102.311709,2.984915408,2.0,2.3,2.4,0.0,1.9,1.9
369,QUERAR,Pulai,102.3117158,2.984920447,1.0,1.4,0.0,0.0,0.0,0.0
370,APORM1,Pulai,102.3117062,2.984904319,2.5,2.8,2.8,3.0,2.9,2.9
371,ANAXJA,Pulai,102.3117004,2.984860361,1.5,2.5,0.0,0.0,0.0,0.0
372,SHORM1,Sal,102.3117016,2.984893098,9.0,0.0,0.0,0.0,0.0,0.0
373,ARDIKU,Pulai,102.3117072,2.984889887,5.0,5.6,6.0,6.0,5.7,5.7
374,SHORP2,Sal,102.3117069,2.984894397,1.0,1.1,0.0,0.0,0.0,0.0
375,RINOSC,Pulai,102.3117216,2.984890945,1.0,1.4,1.4,1.4,0.0,0.0
376,DRYPLO,Pulai,102.3117253,2.984876711,3.0,3.5,3.7,3.8,3.9,3.9
377,EUGEDE,Pulai,102.3117222,2.984870132,1.5,2.0,2.1,2.1,0.0,0.0
378,ARDICR,Pulai,102.311726,2.98486769,3.0,3.5,3.9,3.7,3.5,3.6
379,ARDICR,Pulai,102.3117271,2.984865051,2.5,2.9,2.9,3.1,2.9,3.1
380,ARDICR,Pulai,102.3117284,2.984859704,2.0,2.4,2.5,2.5,2.5,2.6
381,ARDICR,Pulai,102.311721,2.984861882,1.0,1.7,1.7,1.6,1.6,1.5
382,IXONIC,Pulai,102.3117162,2.984866061,1.0,1.2,1.5,1.8,2.0,3.2
383,PAVEGR,Pulai,102.3117007,2.984868545,1.0,2.4,2.7,0.0,0.0,0.0
384,ATUNEX,Pulai,102.3117,2.984865773,22.5,0.0,0.0,0.0,0.0,0.0
385,ARDICR,Pulai,102.3117057,2.984873452,2.0,2.4,2.4,2.5,2.5,2.4
386,DURIGR,Pulai,102.311703,2.984874155,6.0,6.9,7.5,7.5,7.6,7.6
387,SHORP1,Sal,102.3117037,2.984876026,3.0,4.2,0.0,0.0,0.0,0.0
388,GARCNE,Pulai,102.3116967,2.984873693,7.7,8.6,8.6,0.0,0.0,0.0
389,EURYLO,Pulai,102.3115788,2.98478361,4.0,5.1,6.1,5.1,4.9,6.4
391,ANI1ME,Sal,102.3116952,2.984832771,4.0,4.6,5.1,5.2,5.3,5.5
392,KNEMFU,Pulai,102.3116942,2.984845399,3.0,3.2,3.2,3.4,2.3,0.0
393,KNEMFU,Pulai,102.3117064,2.984851737,2.0,2.3,2.4,2.5,6.8,6.9
394,CASTME,Pulai,102.3117018,2.98485321,2.0,4.1,6.6,7.0,7.8,9.5
395,APORM1,Pulai,102.3117112,2.98484846,3.0,3.1,0.0,0.0,0.0,0.0
396,DACRRO,Pulai,102.3117128,2.984851298,3.5,4.8,5.6,5.7,6.3,6.4
397,EUGEDU,Pulai,102.3117159,2.984856975,6.6,8.3,9.1,9.1,9.5,10.2
398,SHOROV,Sal,102.3117181,2.984851695,5.0,7.1,7.7,8.3,8.8,8.7
399,CANALR,Pulai,102.3117194,2.984847251,1.0,2.1,2.1,2.1,4.5,4.6
400,ANAXJA,Pulai,102.3117245,2.984851256,2.5,2.8,3.1,3.4,3.6,4.0
401,SHORP1,Sal,102.311724,2.984845777,2.0,2.4,0.0,0.0,0.0,0.0
402,BLUMSU,Pulai,102.3117332,2.984831038,1.5,2.0,2.2,2.3,4.2,2.7
403,SHORL1,Sal,102.3117144,2.984828747,2.5,5.3,7.7,9.7,11.7,13.2
404,ARDICR,Pulai,102.3117139,2.984835062,2.0,2.2,2.4,2.4,2.7,2.8
405,XERONO,Pulai,102.3117061,2.98483176,1.5,1.2,1.2,1.4,1.5,1.4
406,SHORAC,Sal,102.3117082,2.984814688,3.5,4.3,4.3,4.6,4.6,0.0
408,MESUFE,Pulai,102.3117063,2.98481636,6.2,8.6,9.9,11.2,12.9,14.7
409,ARDICR,Pulai,102.3117097,2.984831123,1.5,0.0,0.0,0.0,0.0,0.0
410,APORPR,Pulai,102.3117006,2.984783292,5.7,6.6,6.9,6.9,6.9,6.9
411,SHORL2,Sal,102.3117007,2.984781488,1.0,2.0,0.0,0.0,0.0,0.0
412,RINOSC,Pulai,102.3117245,2.984714322,4.0,4.4,0.0,0.0,0.0,0.0
413,RINOAN,Pulai,102.3117,2.984803202,2.0,2.7,2.8,2.9,2.9,3.0
414,SHORP1,Sal,102.3117013,2.984810551,4.5,6.0,6.2,6.5,0.0,0.0
415,XERONO,Pulai,102.3115921,2.984773711,1.0,2.3,2.6,2.8,3.2,3.7
416,CRY1IN,Pulai,102.3117071,2.984805535,2.0,2.7,2.8,3.1,0.0,0.0
417,QUERAR,Pulai,102.3117095,2.984809342,2.5,4.1,4.2,4.5,0.0,0.0
418,GIROPA,Alder,102.3117111,2.984800388,1.0,1.3,1.4,1.7,1.7,0.0
419,EUGEC3,Pulai,102.3117118,2.984802258,1.5,2.0,2.6,2.8,3.0,0.0
420,XYLOM2,Pulai,102.311719,2.984802787,1.0,1.1,1.3,1.3,0.0,0.0
421,IXORC2,Pulai,102.3117232,2.984806726,1.0,1.4,1.5,1.6,0.0,0.0
422,SHORP1,Sal,102.3117276,2.98480886,1.5,3.2,0.0,0.0,0.0,0.0
423,APORN1,Pulai,102.3117159,2.984770819,1.0,1.0,0.0,0.0,0.0,0.0
425,KNEMFU,Pulai,102.3117265,2.984786111,1.0,1.2,1.2,0.0,0.0,0.0
426,HORSS2,Pulai,102.3117619,2.984771486,3.0,3.8,4.0,5.1,0.0,0.0
427,AGLAO2,Pulai,102.3116993,2.984788638,9.1,9.8,10.0,0.0,0.0,0.0
428,KNEMSC,Pulai,102.3117133,2.984782413,1.0,0.0,0.0,0.0,0.0,0.0
429,KOOMMA,Pulai,102.3117187,2.984769214,1.5,3.4,4.0,4.1,4.4,4.8
430,KNEMSC,Pulai,102.3117034,2.984769894,1.0,1.3,1.4,1.5,0.0,0.0
431,LEPITE,Pulai,102.311707,2.984769256,1.0,1.2,1.3,1.2,0.0,0.0
432,BARRPE,Pulai,102.3116317,2.984738538,9.5,9.6,0.0,0.0,0.0,0.0
433,APORPR,Pulai,102.3117488,2.984777776,4.5,4.9,5.2,5.0,5.1,0.0
434,MEMEMI,Alder,102.3117407,2.984789876,6.2,6.2,7.9,8.5,8.6,9.0
435,IXORC1,Pulai,102.3117413,2.984806244,2.5,2.9,3.3,3.5,3.7,3.8
436,RINOAN,Pulai,102.3118165,2.984912453,1.5,0.0,0.0,2.0,2.7,0.0
437,ARDIPA,Pulai,102.3117614,2.984803189,1.0,0.0,0.0,0.0,0.0,0.0
438,LITHCO,Pulai,102.3117612,2.984805895,6.8,12.4,19.7,24.1,29.0,34.7
439,MYRICI,Pulai,102.311638,2.984762585,4.5,4.6,5.7,0.0,0.0,0.0
440,ARDIPA,Pulai,102.3117517,2.984799756,1.5,2.3,2.4,0.0,0.0,0.0
441,XANTCH,Pulai,102.311767,2.984812672,1.0,1.1,0.0,0.0,0.0,0.0
442,ANI1ME,Sal,102.3117669,2.984814476,2.5,2.9,3.2,3.1,3.2,3.1
443,ARDICR,Pulai,102.3117797,2.984799099,1.5,2.1,2.3,2.5,2.7,0.0
444,SHORL1,Sal,102.3117773,2.984795293,1.5,2.6,2.6,0.0,0.0,0.0
445,KOOMMA,Pulai,102.3117718,2.984795798,3.0,4.1,4.8,5.1,5.4,5.6
446,XANTCH,Pulai,102.311768,2.98479824,1.5,1.9,2.1,1.5,2.1,2.4
447,DIPTCR,Sal,102.3117809,2.984795557,1.0,1.3,1.3,1.4,1.5,1.7
448,BACCRE,Pulai,102.3117657,2.984793531,3.0,3.6,4.0,4.3,4.1,4.3
449,RYPAAC,Pulai,102.3117762,2.984785238,2.5,3.8,4.1,4.4,0.0,0.0
450,SHORBR,Sal,102.3117758,2.984777956,1.5,2.7,2.7,2.8,0.0,0.0
451,ARDICR,Pulai,102.3117815,2.984773843,1.5,1.8,2.0,0.0,0.0,0.0
453,EURYLO,Pulai,102.311759,2.984773092,5.9,6.3,6.8,7.0,6.8,7.0
454,RINOAN,Pulai,102.311758,2.984774829,1.5,2.0,2.1,2.3,0.0,1.5
455,GIROPA,Alder,102.3117574,2.98478385,17.7,1.6,2.0,2.5,2.6,2.7
456,ARDIPA,Pulai,102.3116472,2.984747846,12.8,14.6,19.9,0.0,0.0,0.0
457,AIDIWA,Pulai,102.3117493,2.984819534,6.0,2.1,2.4,2.5,2.6,2.7
458,QUERAR,Pulai,102.3117423,2.984829895,1.5,3.1,3.4,4.0,4.3,4.5
459,DIOSNU,Pulai,102.3117528,2.984833395,1.5,1.8,2.0,1.9,1.8,1.9
461,LITHCU,Pulai,102.3117382,2.984836847,1.5,1.8,0.0,0.0,0.0,0.0
462,XERONO,Pulai,102.3117423,2.98484259,1.0,0.0,0.0,0.0,0.0,0.0
463,DIOSSC,Pulai,102.3117435,2.984849938,1.0,1.4,2.3,1.8,2.2,2.1
464,PEN1MO,Pulai,102.3117397,2.984853282,3.0,4.6,4.8,6.0,6.3,0.0
465,GARCEU,Pulai,102.311735,2.984854755,1.5,1.6,1.8,1.9,1.8,0.0
466,FAHRPE,Pulai,102.311752,2.984857816,2.0,4.2,4.7,4.8,4.9,4.9
467,GLUTM2,Pulai,102.3117515,2.984852337,5.0,5.6,5.8,5.8,5.9,6.0
468,APORAU,Pulai,102.3117662,2.984860678,1.5,2.0,2.1,2.3,2.3,0.0
469,MESURA,Pulai,102.3117649,2.984853329,1.5,1.8,1.9,0.0,0.0,0.0
470,DIPTCR,Sal,102.3117718,2.984845674,1.0,1.7,1.8,1.8,2.0,2.1
471,LITHLU,Pulai,102.3117636,2.984846883,3.5,7.5,10.3,12.5,15.8,16.3
472,GIROPA,Alder,102.3117618,2.984822264,6.1,7.3,0.0,0.0,0.0,0.0
473,DACRR1,Pulai,102.3117593,2.984819359,2.5,2.8,3.0,2.9,3.0,2.8
474,RINOAN,Pulai,102.31177,2.984820153,2.0,2.6,2.7,2.6,2.5,2.7
475,ARDIS2,Pulai,102.3117433,2.984865339,2.0,2.4,2.5,2.7,3.5,3.8
476,ANAXJA,Pulai,102.3117454,2.984861863,2.5,2.8,2.9,3.3,3.5,3.4
477,XERONO,Pulai,102.3117426,2.984875261,1.0,1.7,1.7,2.0,2.1,2.1
478,ARDIS2,Pulai,102.3117355,2.98487383,1.0,1.7,1.7,1.9,1.9,1.9
479,SHORP1,Sal,102.3117376,2.984881245,4.5,8.8,12.2,13.7,16.9,21.5
480,ANAXJA,Pulai,102.3116364,2.984835012,4.5,4.7,5.5,5.4,0.0,0.0
481,ROTHMA,Pulai,102.3117485,2.984868442,1.0,1.0,1.1,1.2,1.2,1.3
482,ARDICR,Pulai,102.3117374,2.984883951,3.0,3.3,3.5,3.6,3.5,3.7
483,ARDICR,Pulai,102.3117408,2.984886921,2.5,3.0,3.1,3.3,3.4,3.4
484,HEL2VE,Pulai,102.3117379,2.984890331,1.5,2.0,2.1,2.3,2.5,2.4
486,HEL2VE,Pulai,102.311734,2.984893675,1.0,1.3,1.7,1.5,1.5,1.5
487,ARDICR,Pulai,102.3117472,2.984898275,2.0,2.2,2.3,2.3,2.4,2.3
488,EUGEGR,Pulai,102.311751,2.984884041,2.0,2.2,2.4,0.0,0.0,0.0
489,SHORBR,Sal,102.3117805,2.984824555,5.9,9.3,9.7,9.7,0.0,0.0
490,EUGEGR,Pulai,102.3117595,2.984891016,7.0,8.7,9.3,10.5,10.3,12.4
491,ANI1ME,Sal,102.3117541,2.984902412,1.0,1.2,0.0,0.0,0.0,0.0
492,PAVEGR,Pulai,102.3117521,2.984904986,1.5,1.5,1.6,1.6,0.0,0.0
493,TARES8,Pulai,102.3117648,2.984905009,2.5,2.8,3.0,3.3,0.0,0.0
495,ANAXJA,Pulai,102.3117701,2.984893614,3.5,3.7,3.9,4.1,0.0,0.0
496,PIMEGR,Pulai,102.311774,2.98489027,1.0,1.7,1.8,1.8,1.9,2.0
497,PAVEGR,Pulai,102.3117684,2.984892579,2.5,2.4,2.8,0.0,0.0,0.0
498,DIALWA,Pulai,102.3117764,2.984868688,5.0,4.8,5.3,5.3,5.3,5.4
499,DACRR1,Pulai,102.311773,2.984865717,6.2,6.8,7.1,7.0,0.0,0.0
500,DIOSAP,Pulai,102.3117648,2.984867828,1.5,1.2,1.7,1.9,1.9,1.8
501,KNEMSC,Pulai,102.3117589,2.984874647,5.8,6.1,6.6,6.6,6.7,6.6
502,APORM1,Pulai,102.3117606,2.984875682,1.0,1.5,1.7,1.7,2.0,2.4
503,NEPHCO,Pulai,102.3117607,2.984873878,1.5,2.2,2.3,0.0,0.0,0.0
504,POL1SC,Pulai,102.3117329,2.984909009,11.1,12.0,13.0,13.1,13.4,14.2
505,APORAU,Pulai,102.3116233,2.984877582,3.5,4.4,4.6,5.2,5.4,5.6
506,SHORP1,Sal,102.3117413,2.984916886,5.0,5.7,5.8,0.0,0.0,0.0
507,BARRPE,Pulai,102.3117374,2.984921132,8.0,8.8,9.1,9.0,9.0,9.8
508,PAVEGR,Pulai,102.3117379,2.98492661,1.5,1.7,2.0,1.9,2.0,0.0
511,DIOSSC,Pulai,102.311739,2.984948457,3.0,4.0,4.1,4.6,4.5,4.8
512,DIOSAP,Pulai,102.3117449,2.98494254,1.5,2.1,2.3,2.7,2.8,0.0
514,KNEMLA,Pulai,102.3117544,2.98494868,1.5,2.0,2.0,2.0,2.1,2.1
515,LITSM2,Pulai,102.31176,2.984945468,1.5,2.4,2.4,2.5,2.7,0.0
516,XYLOM2,Pulai,102.3117685,2.984940651,11.3,0.0,0.0,0.0,0.0,0.0
517,TARES8,Pulai,102.3117676,2.984916098,1.0,1.4,1.5,1.5,0.0,0.0
518,KNEMSC,Pulai,102.3117732,2.984912887,1.5,2.1,2.4,2.3,2.3,2.4
519,SHOROV,Sal,102.3117484,2.984906525,3.5,3.8,4.2,4.4,4.3,4.4
520,GARCMA,Pulai,102.3117796,2.984912448,14.8,16.4,17.6,18.1,19.2,19.7
521,GAEROB,Pulai,102.3117806,2.98491071,1.0,1.2,0.0,0.0,0.0,0.0
522,CALOTE,Pulai,102.3117843,2.98490917,1.0,1.3,1.5,1.5,1.7,1.9
523,NEOBHE,Chen,102.3117816,2.984921666,4.0,4.9,6.4,6.3,6.8,6.9
524,CANALL,Pulai,102.3116684,2.984890877,1.5,1.8,2.0,1.9,3.2,4.2
525,MADHMA,Pulai,102.3117757,2.984940278,4.5,5.6,5.6,5.3,5.6,0.0
526,PRUNAR,Pulai,102.311782,2.984940741,3.0,3.8,4.8,4.9,4.8,0.0
527,SCA1SP,Pulai,102.3117843,2.984946352,2.0,2.5,2.7,2.7,3.0,0.0
528,AQUIMA,Pulai,102.311788,2.984944812,24.3,28.2,31.0,33.2,34.9,0.0
529,MEMEAM,Alder,102.3117902,2.984952227,5.0,5.5,5.5,0.0,2.8,0.0
530,BUCHSE,Pulai,102.3117894,2.984950357,8.3,0.0,0.0,0.0,0.0,0.0
531,ANI1ME,Sal,102.3117932,2.984947915,2.5,2.8,3.1,3.3,3.5,4.2
532,PAYELU,Pulai,102.3117916,2.984945077,2.0,3.1,3.9,3.3,3.1,0.0
533,UROPGL,Pulai,102.3117997,2.984945672,3.5,3.9,4.1,4.3,4.5,4.5
534,MESUFE,Pulai,102.3116857,2.984901219,2.0,2.7,3.4,3.2,3.2,3.7
535,SHORBR,Sal,102.311809,2.984941823,1.5,2.7,3.1,0.0,0.0,0.0
536,SHORBR,Sal,102.3118099,2.984953682,3.0,2.9,3.2,0.0,0.0,0.0
537,MEMEAM,Alder,102.3118139,2.984948534,2.5,3.0,3.3,3.4,4.0,4.8
538,GONOGR,Pulai,102.3118153,2.984929591,2.5,3.0,3.5,3.1,3.1,3.4
539,MESUCO,Pulai,102.3118103,2.984923782,2.0,3.5,2.4,2.5,2.4,2.3
540,ELAEPE,Alder,102.3118104,2.984921978,1.0,1.4,1.7,0.0,0.0,0.0
541,EUGEDU,Pulai,102.3118143,2.984918635,3.0,3.2,3.4,4.5,4.5,4.6
542,HEL2VE,Pulai,102.3118083,2.984913662,2.5,2.8,3.0,2.8,2.9,3.0
544,KNEMFU,Pulai,102.3118068,2.984909921,1.0,1.4,1.7,1.7,1.4,0.0
545,SCA1SP,Pulai,102.3117967,2.9849119,3.5,3.8,4.0,3.8,3.9,3.8
546,PAVES1,Pulai,102.3117886,2.984912207,2.0,2.6,2.6,0.0,0.0,0.0
547,KNEMSC,Pulai,102.3117884,2.984914913,4.5,5.7,6.2,5.9,6.0,6.2
548,POPOPI,Pulai,102.3117911,2.984915111,2.5,3.2,3.5,3.4,3.6,4.0
550,MESUCO,Pulai,102.3117781,2.984870624,4.5,4.8,0.0,0.0,0.0,0.0
551,ARDIS2,Pulai,102.3117807,2.984871724,2.5,2.8,3.2,3.0,3.4,4.0
552,ANAXJA,Pulai,102.3117836,2.984881009,2.5,3.0,3.2,3.3,3.4,3.5
553,DACRR1,Pulai,102.3117781,2.984895111,2.5,3.0,3.2,3.4,3.5,4.0
554,DIOSAP,Pulai,102.3117798,2.984897047,1.0,2.1,2.2,1.4,2.2,2.1
556,GALEFU,Pulai,102.311785,2.984899248,1.0,1.0,1.1,0.0,1.0,0.0
557,XERONO,Pulai,102.3117885,2.984900415,1.0,1.4,1.7,1.6,1.6,1.4
558,BUCHSE,Pulai,102.3117782,2.984906001,2.0,3.0,3.3,4.0,4.9,5.4
559,ANAXJA,Pulai,102.3117939,2.984901713,1.0,1.3,1.7,1.5,1.7,1.7
560,TARES8,Pulai,102.3116899,2.984867977,1.5,1.5,1.5,0.0,0.0,0.0
561,MESUFE,Pulai,102.3118025,2.984906885,5.2,6.0,6.5,6.5,6.8,7.2
562,ARDIS2,Pulai,102.3118027,2.984904179,1.0,1.1,0.0,0.0,0.0,0.0
563,ALANEB,Pulai,102.3118182,2.984902597,1.5,2.1,2.1,2.0,2.2,2.3
564,GIROSU,Alder,102.3118166,2.984898856,1.5,1.9,2.1,2.1,2.2,0.0
565,ARDIPA,Pulai,102.3118093,2.984901033,1.0,1.5,1.5,0.0,0.0,0.0
566,ANAXJA,Pulai,102.3118105,2.984896589,1.0,1.4,1.4,1.6,1.6,1.6
567,DACRR1,Pulai,102.311819,2.984879078,3.5,4.3,4.5,4.7,4.9,0.0
568,DACRCO,Pulai,102.3118206,2.984869222,5.7,5.6,6.3,6.3,6.8,0.0
569,DIOSA1,Pulai,102.3118041,2.984872542,2.0,2.0,2.1,2.1,2.2,2.3
570,KNEMSC,Pulai,102.3118047,2.984876216,1.5,1.6,1.9,1.8,1.8,1.8
571,CASTME,Pulai,102.3117994,2.984874917,2.5,3.2,4.2,4.8,5.1,0.0
572,DIOSA1,Pulai,102.3117962,2.98486924,2.0,2.3,2.6,2.8,3.0,3.1
573,GONOGR,Pulai,102.3117889,2.984871417,2.5,3.4,3.4,3.4,3.7,3.9
574,NEOBHE,Chen,102.3118051,2.9848844,3.5,3.9,4.6,4.7,6.3,6.4
575,RINOAN,Pulai,102.3118077,2.984885501,1.0,1.7,1.8,2.1,2.1,2.3
576,SANTRU,Pulai,102.3118148,2.984812569,1.0,1.0,1.1,1.2,0.0,0.0
577,KNEMPA,Pulai,102.311792,2.984889789,1.5,1.5,1.7,1.6,1.7,1.7
578,QUERAR,Pulai,102.3117845,2.984820309,2.5,2.8,3.0,0.0,0.0,0.0
579,QUERAR,Pulai,102.3117877,2.984825084,2.0,2.3,2.6,2.5,0.0,0.0
580,XERONO,Pulai,102.3117877,2.984825084,1.0,1.8,2.1,2.4,2.6,2.7
582,QUERAR,Pulai,102.3117777,2.98482616,3.5,3.5,6.7,7.8,9.3,11.0
583,ARTONG,Pulai,102.3117847,2.984779519,16.9,17.9,18.0,18.0,18.3,18.1
584,PAVEGR,Pulai,102.3117808,2.984833641,3.0,3.1,0.0,0.0,0.0,0.0
586,LITSM2,Pulai,102.3116744,2.984808792,1.5,1.4,0.0,0.0,0.0,0.0
587,ALANEB,Pulai,102.311793,2.984801895,3.5,4.1,4.1,4.4,4.3,4.4
588,KNEMSC,Pulai,102.3117863,2.984844026,1.0,1.1,1.2,1.3,1.3,0.0
589,ANAXJA,Pulai,102.3117765,2.984806117,1.0,1.4,1.6,1.9,2.0,0.0
590,APORM1,Pulai,102.3117792,2.984855289,1.5,2.0,2.4,2.4,3.0,3.0
591,MONOMA,Pulai,102.3117844,2.984858392,11.2,12.8,13.5,13.8,14.7,15.2
592,SHORAC,Sal,102.3117859,2.984862133,3.0,3.7,3.7,0.0,0.0,0.0
593,SHORP1,Sal,102.3117882,2.984855049,2.0,2.0,0.0,0.0,0.0,0.0
594,QUERAR,Pulai,102.3117927,2.984856281,1.0,1.3,1.4,1.4,1.5,1.5
595,PIMEGR,Pulai,102.3117954,2.98485648,3.5,4.5,4.5,5.3,5.1,5.2
596,XERONO,Pulai,102.3117955,2.984854676,1.0,1.3,1.3,1.6,0.0,0.0
597,HEL2VE,Pulai,102.3118089,2.98485657,2.5,2.7,3.0,2.9,0.0,0.0
598,APORBR,Pulai,102.3118085,2.984861982,2.5,2.6,3.5,0.0,0.0,0.0
599,HORSS1,Pulai,102.3118137,2.98485239,11.7,12.7,13.3,13.5,13.5,0.0
600,DIOSSI,Pulai,102.3118083,2.984851993,1.5,2.0,2.0,2.1,2.2,0.0
601,DACRCO,Pulai,102.3118227,2.984840357,3.0,3.3,3.5,3.8,4.0,4.3
