TAG,SP,Species Group,XCO,YCO,D86,D90,D95,D00,D05,D10
1890,MACALO,Alder,102.3116777,2.98550529,1.5,2.2,2.8,3.2,3.9,4.4
1891,XERONO,Pulai,102.311573,2.985456086,1.0,1.4,1.9,1.8,3.5,4.1
1892,ANAXJA,Pulai,102.3116737,2.985497743,1.0,0.0,0.0,0.0,0.0,0.0
1893,DRYPPO,Pulai,102.3116767,2.985494333,1.0,1.0,0.0,0.0,0.0,0.0
1894,KNEMPA,Pulai,102.3116664,2.985499018,3.5,4.0,4.3,4.7,5.1,5.3
1895,ATUNEX,Pulai,102.3116904,2.985491717,2.5,2.8,2.9,3.1,3.8,3.9
1896,KOOMMA,Pulai,102.3116981,2.985497724,19.4,22.5,26.7,29.4,33.1,36.3
1897,GARCMA,Pulai,102.3116874,2.985508723,4.0,4.3,4.7,4.8,5.0,5.1
1898,ROTHMA,Pulai,102.3117025,2.985498957,1.0,1.5,1.6,0.0,0.0,0.0
1899,DRA1ML,Pulai,102.3117026,2.985509847,2.0,4.4,4.9,0.0,0.0,0.0
1900,BARRMA,Pulai,102.3116999,2.985510551,1.0,1.2,1.3,1.7,1.7,1.6
1901,CALOMA,Pulai,102.3116961,2.98551209,3.5,4.1,4.5,5.2,0.0,0.0
1902,BARRMA,Pulai,102.3116907,2.985512596,2.5,2.6,2.7,2.8,3.2,3.0
1903,MESUFE,Pulai,102.3116987,2.985514093,2.5,3.6,4.7,5.9,7.2,0.0
1904,NEOSKI,Pulai,102.3116982,2.985521309,4.5,5.2,5.8,6.5,7.1,7.2
1905,NEOBHE,Chen,102.3116998,2.985524147,1.5,2.0,2.3,2.5,3.0,3.2
1906,CASTSC,Pulai,102.3116978,2.985525819,1.0,1.3,0.0,0.0,0.0,0.0
1907,PALAMA,Pulai,102.3115899,2.985496328,1.5,2.0,2.1,2.3,2.1,2.1
1908,SHORM1,Sal,102.3117126,2.98553416,3.5,4.8,5.7,6.4,6.8,7.3
1909,CINNJA,Pulai,102.311717,2.985535392,2.5,2.2,2.7,3.0,3.3,3.7
1910,MEL1FU,Pulai,102.3117259,2.985536956,1.0,1.2,1.3,0.0,0.0,0.0
1911,SCA1SP,Pulai,102.311727,2.985509829,1.5,2.1,2.2,2.4,2.3,2.5
1912,SHOROC,Sal,102.3117266,2.985502546,1.0,1.3,0.0,1.0,1.0,1.3
1913,XERONO,Pulai,102.3117161,2.985510839,1.5,2.1,2.3,2.6,2.9,3.2
1914,RINOAN,Pulai,102.3116045,2.985469291,3.0,2.6,3.0,3.3,3.3,3.3
1915,PRISS1,Pulai,102.3117261,2.985497068,1.0,1.0,0.0,0.0,0.0,0.0
1916,KNEMLA,Pulai,102.31172,2.985493899,2.0,2.1,2.1,1.9,2.6,2.8
1917,KNEMLA,Pulai,102.3117182,2.985494669,1.5,1.4,1.4,1.4,1.7,1.8
1918,SHORM1,Sal,102.3117145,2.985495306,1.0,1.3,1.3,2.4,2.3,2.4
1919,ANAXJA,Pulai,102.3117104,2.985501356,1.5,1.7,2.1,1.9,2.3,2.2
1920,KNEMFU,Pulai,102.3116862,2.985536752,2.5,2.8,3.0,2.8,3.3,3.4
1921,ANAXJA,Pulai,102.3116932,2.985539987,2.5,2.7,2.8,0.0,0.0,0.0
1922,MACALO,Alder,102.3116883,2.985545069,2.5,3.1,3.3,3.5,4.1,4.5
1923,SHORBR,Sal,102.311689,2.985547841,2.5,2.8,3.0,2.8,2.9,0.0
1924,ANAXJA,Pulai,102.3116827,2.985547378,1.0,1.5,1.5,1.7,2.1,2.2
1925,DRYPKI,Pulai,102.3116948,2.985554618,1.0,1.3,1.4,1.7,1.8,1.9
1926,ANAXJA,Pulai,102.3116993,2.985554949,2.0,2.2,2.3,2.2,2.4,2.6
1927,LEPISE,Pulai,102.3116903,2.985555189,4.5,5.2,5.4,6.2,6.2,7.1
1928,SHORAC,Sal,102.31169,2.985559699,1.0,2.0,2.3,2.3,1.3,0.0
1929,ARDICR,Pulai,102.3116903,2.985566982,1.0,1.5,1.6,0.0,0.0,0.0
1930,ROTHMA,Pulai,102.3115787,2.985527238,1.0,1.0,1.0,0.0,1.0,0.0
1931,EUGERU,Pulai,102.3116855,2.985571161,15.3,15.1,16.5,16.5,17.3,17.9
1932,MEMEDI,Alder,102.3116941,2.985577235,1.0,1.2,1.4,0.0,0.0,0.0
1933,LANSDO,Pulai,102.3116983,2.985581173,1.5,1.9,2.1,2.1,2.2,0.0
1934,GIRONE,Alder,102.3117062,2.98557178,1.5,4.3,5.5,0.0,0.0,0.0
1935,DRYPPE,Pulai,102.31172,2.985580054,1.5,1.7,2.9,0.0,2.1,2.0
1936,PAVEGR,Pulai,102.3117181,2.985569934,2.5,3.1,3.1,3.2,3.0,3.0
1937,DRYPLA,Pulai,102.3117212,2.98556472,3.5,4.2,4.5,4.6,4.8,4.9
1938,DIOSSC,Pulai,102.3117231,2.985563048,2.5,2.9,3.3,3.1,3.2,3.4
1939,SHORGU,Sal,102.3117256,2.985553258,1.0,1.7,2.0,2.1,2.2,2.3
1940,ARDICR,Pulai,102.3117122,2.985575851,3.0,4.0,4.0,4.1,3.8,3.8
1941,XANTST,Pulai,102.3117066,2.985553674,4.5,5.0,5.9,6.2,6.8,7.5
1942,BACCRA,Pulai,102.3117068,2.985550967,2.0,2.3,2.4,2.4,2.5,2.7
1943,ANAXJA,Pulai,102.3117162,2.985546217,1.5,1.9,2.4,2.4,2.7,3.0
1944,SHORBR,Sal,102.3117238,2.985541334,2.0,2.1,0.0,0.0,0.0,0.0
1945,SHORM1,Sal,102.3117139,2.985540606,1.0,1.6,1.6,2.1,2.2,2.3
1946,ARCHBU,Pulai,102.3117083,2.985542915,6.5,8.0,10.3,11.9,0.0,0.0
1947,MONOMA,Pulai,102.3117075,2.985541947,9.7,10.7,11.5,12.6,13.8,14.2
1948,GOM1SE,Pulai,102.3116966,2.985591932,1.5,2.3,0.0,0.0,0.0,0.0
1949,GYMNFO,Pulai,102.311701,2.985593164,2.5,2.7,3.3,3.3,3.9,3.8
1950,BUCHSE,Pulai,102.3116886,2.985603129,3.0,4.3,5.5,6.3,7.0,7.5
1951,ARDICR,Pulai,102.311696,2.985600952,1.0,1.5,1.5,0.0,0.0,0.0
1952,SHORM1,Sal,102.3116912,2.985604229,1.0,2.3,2.7,2.9,2.7,2.7
1953,RINOAN,Pulai,102.3116977,2.985614681,2.0,2.6,2.8,2.6,2.7,2.6
1954,LANSDO,Pulai,102.3117002,2.985617585,1.0,1.3,1.5,1.3,1.5,1.6
1955,SHOROV,Sal,102.3116975,2.985617387,3.5,4.9,6.6,6.9,7.5,7.5
1956,KNEMLA,Pulai,102.3116876,2.985616659,2.0,2.4,2.4,2.3,2.4,2.3
1957,ANAXJA,Pulai,102.3116859,2.98560293,1.0,2.0,2.4,2.8,3.0,3.1
1958,SHORM1,Sal,102.3116867,2.985604801,8.2,0.0,0.0,0.0,0.0,0.0
1959,ANAXJA,Pulai,102.3116795,2.985616966,2.5,2.7,3.3,3.2,3.2,3.4
1960,CANALR,Pulai,102.3116803,2.985617934,21.6,22.9,29.7,25.8,26.0,36.4
1961,MYRIM2,Pulai,102.3116883,2.985619431,9.3,10.1,10.4,10.8,11.2,11.4
1962,GREWBL,Pulai,102.3115805,2.985588136,2.5,3.1,0.0,0.0,0.0,0.0
1963,XERONO,Pulai,102.3117014,2.985625836,1.5,2.0,2.3,2.6,2.7,2.8
1964,SHORM1,Sal,102.3117191,2.985618072,3.0,4.2,4.6,5.1,4.5,0.0
1965,SHORP2,Sal,102.311721,2.9856164,1.0,2.3,2.4,3.3,2.9,3.0
1966,AGLAOD,Pulai,102.3117153,2.985607819,2.5,0.0,0.0,0.0,0.0,0.0
1967,SHOROC,Sal,102.3117217,2.98560738,1.5,1.5,2.0,1.8,1.9,1.9
1968,PRUNAR,Pulai,102.311714,2.985614067,1.0,2.0,2.3,0.0,0.0,0.0
1969,APORAU,Pulai,102.3117055,2.985606189,5.9,5.9,5.9,6.1,6.0,6.0
1970,XERONO,Pulai,102.311703,2.985603285,2.5,3.4,3.8,4.5,5.2,5.5
1971,MEL1FU,Pulai,102.3116988,2.985599346,2.5,2.1,2.9,2.9,3.2,3.3
1972,ARDICR,Pulai,102.311714,2.98560047,1.0,0.0,0.0,0.0,0.0,0.0
1973,MESUCO,Pulai,102.3117218,2.985593783,1.0,1.2,1.4,1.4,1.4,1.4
1974,RINOAN,Pulai,102.3117146,2.985592352,1.5,1.3,1.6,1.9,2.1,2.2
1975,DRYPPO,Pulai,102.311685,2.985627351,3.5,4.7,5.8,5.8,5.8,5.9
1976,DRYPLA,Pulai,102.3116894,2.985628584,4.0,4.5,4.8,5.0,5.0,4.8
1977,APORPR,Pulai,102.3116763,2.985635776,3.0,3.9,4.4,3.3,3.7,3.7
1978,MESUFE,Pulai,102.3115626,2.985623995,3.0,3.6,4.0,3.3,0.0,2.5
1979,APORM1,Pulai,102.3116828,2.985670715,1.0,2.0,2.7,2.9,1.3,2.9
1980,DEHACU,Pulai,102.3116936,2.985670606,3.5,3.1,3.7,3.9,4.1,4.1
1981,GALEFU,Pulai,102.3117079,2.985672566,1.5,2.2,2.0,2.3,2.4,2.4
1982,RINOAN,Pulai,102.3117156,2.985641392,1.0,1.2,1.3,1.2,1.4,1.3
1983,SHORP1,Sal,102.3117126,2.985632107,3.0,3.8,4.1,0.0,0.0,0.0
1984,CRY1RU,Pulai,102.3117033,2.985635956,1.5,2.1,2.3,2.2,2.3,0.0
1985,PIMEGR,Pulai,102.3115889,2.98560961,4.0,0.0,0.0,0.0,0.0,0.0
1986,DACRR1,Pulai,102.3117042,2.985648717,1.5,0.0,0.0,0.0,0.0,0.0
1987,MEMECA,Alder,102.3117096,2.985649114,6.5,6.8,7.2,7.2,7.0,6.9
1988,SHORM1,Sal,102.3117083,2.985642667,2.0,2.9,3.8,5.0,5.2,5.1
1989,MEL1FU,Pulai,102.3117116,2.98564654,4.5,5.1,6.0,5.8,6.2,6.2
1990,ANAXJA,Pulai,102.3117448,2.985673473,2.0,0.0,0.0,0.0,0.0,0.0
1991,CANALR,Pulai,102.3117384,2.985674815,2.0,2.4,3.6,3.3,3.4,3.5
1993,XANTEU,Pulai,102.3117361,2.985669204,2.0,2.9,3.1,3.7,3.3,3.2
1994,MEL1FU,Pulai,102.3117312,2.985662493,1.0,1.4,1.7,1.7,1.3,1.6
1995,PALAHE,Pulai,102.3117365,2.985663792,1.5,0.0,0.0,0.0,0.0,0.0
1997,SHORP1,Sal,102.3117541,2.985669625,1.0,1.4,1.6,0.0,0.0,0.0
1998,SHORP1,Sal,102.3117504,2.98565847,1.5,3.9,6.4,5.8,6.4,6.9
1999,NEOBHE,Chen,102.311755,2.985657898,1.5,2.8,3.3,3.1,3.3,3.2
2000,GYMNFO,Pulai,102.3117501,2.985637591,3.5,4.2,4.9,5.4,5.6,5.6
2001,XERONO,Pulai,102.3117532,2.985632377,12.0,13.8,0.0,0.0,0.0,0.0
2002,ARDICR,Pulai,102.311753,2.985635083,1.5,2.4,2.8,2.7,2.0,2.7
2003,MEMEAM,Alder,102.3116316,2.98559371,2.5,3.3,4.0,4.0,4.5,4.8
2004,MANGM2,Pulai,102.3117371,2.985630285,5.5,5.5,5.4,5.6,5.5,0.0
2005,DIOSAP,Pulai,102.3117422,2.985635192,2.0,2.5,2.5,2.4,2.7,0.0
2006,APORM1,Pulai,102.3117455,2.985639064,1.0,1.5,1.5,1.8,2.1,2.2
2007,ANAXJA,Pulai,102.3117428,2.985639768,1.0,1.2,1.2,1.4,1.2,1.5
2008,GIROPA,Alder,102.3117381,2.985642143,1.5,2.4,2.8,3.7,3.9,4.0
2009,CHAMMA,Pulai,102.3117354,2.985641043,1.5,1.7,2.0,2.2,2.3,2.4
2010,RINOAN,Pulai,102.3117352,2.985643749,4.0,4.4,4.4,4.3,4.6,4.6
2011,SHORP1,Sal,102.3117317,2.985643484,1.5,2.6,4.5,5.1,5.2,0.0
2012,SINDCO,Pulai,102.3117417,2.9856542,1.5,1.9,2.0,2.1,2.4,0.0
2013,SHORM1,Sal,102.3117239,2.985638379,1.0,3.1,4.5,4.9,5.3,5.3
2014,DEHACU,Pulai,102.3117215,2.985646365,2.0,0.0,0.0,0.0,0.0,0.0
2015,ANAXJA,Pulai,102.3117265,2.985627687,2.0,2.2,2.3,2.3,2.5,2.6
2016,VATIPA,Sal,102.3117328,2.98562815,1.0,1.2,1.4,1.2,1.3,1.4
2017,SHORAC,Sal,102.31174,2.985627777,4.0,5.6,7.4,8.4,8.9,9.0
2018,MEL1FU,Pulai,102.3117313,2.985611715,9.0,10.0,10.5,10.4,11.2,11.4
2019,RINOAN,Pulai,102.3117242,2.985610284,1.0,2.0,2.0,2.6,1.5,2.5
2020,SHORM1,Sal,102.3117325,2.985607271,1.5,3.1,4.1,4.0,4.5,4.8
2021,SHORP1,Sal,102.3117445,2.985615413,9.6,10.9,15.0,15.9,0.0,0.0
2022,RINOAN,Pulai,102.3117399,2.985604192,2.0,2.1,1.8,2.3,2.5,2.6
2023,ARCHBU,Pulai,102.3117555,2.985626195,4.0,5.0,5.6,6.0,6.7,6.5
2024,SHORM1,Sal,102.3117565,2.985612665,1.0,1.6,1.6,1.7,1.8,2.1
2025,SHORM1,Sal,102.3117598,2.98562833,2.0,3.4,3.8,3.6,3.8,3.8
2026,BARRMA,Pulai,102.311654,2.985582669,1.0,1.5,1.7,1.7,1.9,1.9
2027,SHORL1,Sal,102.3117654,2.985613326,1.5,4.3,4.8,0.0,0.0,0.0
2028,MESUFE,Pulai,102.3117582,2.98558831,1.0,0.0,0.0,0.0,0.0,0.0
2029,QUERGE,Pulai,102.3117264,2.98559231,42.6,45.2,45.7,46.1,46.2,46.8
2030,ATUNEX,Pulai,102.3117289,2.98558252,3.0,4.6,5.0,5.4,0.0,5.7
2031,SHORM1,Sal,102.3117291,2.985567119,2.0,3.3,3.5,3.7,3.6,0.0
2032,EUGEIN,Pulai,102.3117335,2.985568352,4.0,4.4,4.7,4.8,4.8,5.1
2033,SHOROC,Sal,102.3117289,2.985558033,1.5,2.4,2.6,2.5,2.7,2.8
2034,DIOSSC,Pulai,102.3117441,2.985559157,2.5,3.1,3.2,3.7,3.5,3.5
2035,SHORM1,Sal,102.3117495,2.985559554,1.0,2.0,2.4,2.4,2.9,3.3
2036,SHORM1,Sal,102.311746,2.985571082,1.5,3.5,4.1,0.0,3.8,0.0
2038,LITHRA,Pulai,102.3117429,2.985576296,2.0,4.4,6.1,7.4,9.3,10.9
2039,RINOAN,Pulai,102.3117432,2.985583578,1.0,1.5,1.6,1.9,1.9,2.0
2040,ARCHBU,Pulai,102.3117575,2.985585538,14.8,17.6,20.5,21.8,0.0,0.0
2041,RINOAN,Pulai,102.311764,2.985583295,1.5,1.9,2.0,1.9,2.3,2.4
2042,RINOAN,Pulai,102.3117664,2.985575309,1.5,2.1,2.1,2.3,3.6,2.3
2043,HEL2VE,Pulai,102.3117669,2.9855563,4.5,4.9,5.4,5.7,6.2,6.3
2044,SHORM1,Sal,102.3117525,2.985542548,1.0,1.7,2.0,1.8,2.1,2.1
2045,SHORM1,Sal,102.3117606,2.985555837,2.0,3.6,4.5,4.7,5.2,5.5
2046,FAHRPE,Pulai,102.3117391,2.985541556,21.8,22.2,22.7,0.0,0.0,0.0
2047,GARCSC,Pulai,102.311732,2.985551917,1.5,1.8,0.0,0.0,0.0,0.0
2048,SHORM1,Sal,102.3117334,2.985545669,1.0,1.3,1.4,0.0,0.0,0.0
2049,SHOROV,Sal,102.3117322,2.985536517,3.0,5.6,9.3,11.4,16.1,21.0
2050,RINOAN,Pulai,102.3116258,2.985499876,3.0,3.4,3.4,3.6,3.3,3.9
2051,DIOSNU,Pulai,102.3117324,2.985522018,1.5,1.4,1.6,1.6,1.9,2.0
2052,DIOSNU,Pulai,102.3117313,2.985524658,1.0,0.0,0.0,0.0,0.0,0.0
2053,APORFA,Pulai,102.3117371,2.985518741,2.5,2.9,3.2,3.4,2.9,4.0
2055,SHORBR,Sal,102.3117398,2.985531633,2.0,2.3,2.4,2.4,2.7,0.0
2056,XERONO,Pulai,102.3117354,2.985530401,1.0,1.2,1.3,1.3,1.4,1.4
2057,XANTEU,Pulai,102.3117573,2.98553927,12.1,12.0,12.5,12.5,12.6,12.6
2058,KNEMSC,Pulai,102.3117654,2.985527171,3.5,3.9,4.1,4.3,4.7,4.9
2059,DIOSAN,Pulai,102.3117699,2.985540196,5.0,5.5,5.8,6.0,6.3,6.7
2060,REINCI,Pulai,102.3117693,2.98553562,2.0,2.4,3.0,2.7,3.3,3.3
2061,RINOAN,Pulai,102.3117679,2.985530075,1.0,1.3,1.4,1.3,1.4,1.5
2062,SHORM1,Sal,102.3117722,2.985520418,1.0,1.9,2.9,0.0,0.0,0.0
2063,SHORM1,Sal,102.3117604,2.985521362,2.5,3.0,3.4,3.6,4.2,4.7
2064,EUGECH,Pulai,102.3117654,2.985515378,1.5,2.1,3.4,3.7,4.6,5.4
2065,SHOROC,Sal,102.3117683,2.985511969,3.5,3.8,0.0,0.0,0.0,0.0
2066,AGLAFO,Pulai,102.3117699,2.985514807,1.0,1.6,1.6,1.7,1.9,2.0
2067,LITHCU,Pulai,102.3116607,2.985477968,15.1,0.0,0.0,1.3,0.0,0.0
2068,APORAU,Pulai,102.3117369,2.985497862,13.7,13.9,14.1,0.0,0.0,0.0
2069,ANAXJA,Pulai,102.3117402,2.985501734,1.0,1.3,1.5,1.5,1.8,1.7
2070,FAHRPE,Pulai,102.3117374,2.98550334,1.5,1.2,1.3,0.0,0.0,0.0
2071,SHORAC,Sal,102.311584,2.985677037,108.6,108.5,110.5,120.0,132.5,135.7
2072,HERIEL,Pulai,102.3116028,2.985679328,5.0,0.0,0.0,0.0,0.0,0.0
2073,OCHAAM,Pulai,102.311597,2.98570883,6.0,5.7,0.0,4.1,4.5,4.6
2074,ANAXJA,Pulai,102.3114955,2.985666205,1.5,2.1,3.0,3.6,3.4,3.4
2075,ARDICR,Pulai,102.3116087,2.985696995,3.0,3.3,0.0,0.0,0.0,0.0
2076,ARDICR,Pulai,102.3116091,2.985704277,1.0,0.0,0.0,0.0,0.0,0.0
2077,GIROPA,Alder,102.3116089,2.985694289,2.5,2.6,4.0,3.6,3.8,4.0
2078,SHORAC,Sal,102.3116171,2.985705775,1.0,0.0,0.0,0.0,0.0,0.0
2079,ARDICR,Pulai,102.3116156,2.985701132,1.0,1.5,3.8,0.0,0.0,0.0
2080,CLE1M2,Pulai,102.3116233,2.985694445,1.0,1.5,1.4,1.3,1.8,1.4
2081,ARDICR,Pulai,102.3116255,2.985689165,1.0,1.7,1.6,0.0,0.0,0.0
2082,POL1JE,Pulai,102.3116206,2.985694247,6.3,5.7,6.0,6.5,7.0,7.4
2083,DIOSSC,Pulai,102.3116097,2.985683465,1.0,0.0,0.0,0.0,0.0,0.0
2084,CLE1M2,Pulai,102.3116152,2.98569385,2.0,2.2,2.3,2.4,2.4,2.4
2085,APORAU,Pulai,102.3115858,2.985714351,7.7,8.1,8.1,0.0,0.0,0.0
2086,MALLGR,Pulai,102.3115874,2.985716287,5.3,6.7,7.3,7.9,8.9,9.0
2087,PHAEOP,Pulai,102.3115876,2.985713581,2.5,2.7,3.2,2.9,3.5,3.7
2088,ARDICR,Pulai,102.3115823,2.985712282,1.0,1.3,0.0,0.0,0.0,0.0
2089,PAVES1,Pulai,102.3115875,2.985728079,1.0,1.3,0.0,0.0,0.0,0.0
2090,SINDCO,Pulai,102.3114827,2.985716959,1.5,2.0,2.1,2.0,2.3,2.2
2091,MEL1FU,Pulai,102.311595,2.985736793,1.5,2.1,2.5,2.6,2.7,3.2
2092,MYRICI,Pulai,102.311606,2.985733978,8.2,8.9,9.5,9.9,10.2,10.6
2093,BACCPA,Pulai,102.311603,2.985750082,3.0,3.4,3.6,3.6,3.9,4.2
2094,RINOAN,Pulai,102.3116084,2.985750479,1.5,1.9,2.1,2.1,2.0,2.1
2095,CRY1KU,Pulai,102.3116081,2.985754989,6.4,6.1,6.4,6.3,1.7,0.0
